family,source_level,vertices,triangles,h_min,h_rms,h_max,directional_residual,legacy_cache_ratio,normal_velocity_relative_l2,tangential_velocity_relative_l2,normalized_net_force_residual,minimum_triangle_quality,minimum_outward_alignment,minimum_face_to_mean_area_ratio,maximum_radius_deviation,euler_characteristic,closed_two_manifold,no_self_intersection_proxy_passed,symmetry_class_count,maximum_symmetry_class_size
A,2,162,320,0.27590448425526737,0.29995431675255008,0.3249196962329064,6.3294252674350707e-10,0.50000043355406731,0.033563520018364851,0.010875028470750475,6.3828792521501219e-17,0.97727413140883013,0.99979176028845373,0.9351564486429923,1.1102230246251565e-16,2,1,1,4,60
A,3,642,1280,0.13828317354716763,0.15104703676954007,0.16464716006392044,3.3092011235381477e-09,0.50000070296909394,0.017404321862143909,0.0048570267730203174,4.5603193633534487e-16,0.97495287479173098,0.99994255803269672,0.92960006054725941,2.2204460492503131e-16,2,1,1,10,120
A,4,2562,5120,0.069182990361498914,0.075658433358300636,0.082603966533950704,8.2001585232907927e-10,0.4999994060626784,0.0087808669524391571,0.0018726511299277664,3.1384989183181542e-16,0.97435504078986146,0.99998529238619893,0.92817849360356697,1.1102230246251565e-16,2,1,1,30,120
A,5,10242,20480,0.034596671791025033,0.037846118155440076,0.041337255973959118,6.8224093163683568e-08,0.50000236120481867,0.0044003196067863275,0.00068763631315451972,1.8168641637451863e-15,0.97420448762069289,0.99999630123287508,0.92782108388520246,2.2204460492503131e-16,2,1,1,102,120
