field_0,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9,field_10,field_11,field_12,field_13,field_14,field_15,field_16,field_17,field_18,field_19,field_20,field_21,field_22,field_23,field_24,field_25,field_26,field_27,field_28,field_29,field_30,field_31,field_32,field_33,field_34,field_35,field_36
C,mesh,1,radii,1,topology,1,outward,1,shape,1,direction,1,direction_plateau,1,legacy_cache,1,normal,1,tangent,1,net,1,symmetry,1,energy_finite,1,partition_closed,1,normal_orders,0.79949237184109945,0.95630073847923747,0.98981481323759646,tangent_orders,0.94087493639569264,1.3249877692957313,1.4280424100311508
