family,source_level,valence,vertex_count,normal_absolute_error_mean,normal_absolute_error_maximum,normal_absolute_error_rms,tangential_speed_mean,tangential_speed_maximum,tangential_speed_rms
C,1,5,12,0.10410692528407149,0.10956714380371381,0.10415036303016964,0.023179876971142637,0.034539187994476798,0.024078877975796362
C,1,6,30,0.032417387682290126,0.044516912203981601,0.033244846291490986,0.0228033987047736,0.03570577290697579,0.024304900160157045
C,2,5,12,0.13670346413093401,0.13802311139862158,0.13670626616918574,0.0066362191148802404,0.009633139726235156,0.0068508188738129593
C,2,6,150,0.0086661576998031294,0.022422301308072049,0.0098290661727121666,0.011316075755105822,0.026543749228119706,0.012938044390639839
C,3,5,12,0.14534552726152086,0.14682740256017679,0.14535081935453659,0.0017814248201605636,0.0024880014920063845,0.0018262934488415259
C,3,6,630,0.0025419046580607003,0.016575592636979431,0.0033918625286121179,0.0042399688024517216,0.01132354691640635,0.0051185560758687191
C,4,5,12,0.14753683513324831,0.14907357087242268,0.1475438462302173,0.00050124511711508921,0.00063473090891803363,0.00051136996146198415
C,4,6,2550,0.00078670389432234332,0.015104748179683514,0.001418341631728886,0.0013815086754185918,0.0052313094922169122,0.0018975576612168957
