family,source_level,valence,vertex_count,normal_absolute_error_mean,normal_absolute_error_maximum,normal_absolute_error_rms,tangential_speed_mean,tangential_speed_maximum,tangential_speed_rms
B,1,5,12,0.10847963137560233,0.11559856009653117,0.10859083904133995,0.046850071104189421,0.066197101328746816,0.048296604063937099
B,1,6,30,0.033586848479656914,0.054804479229674158,0.036748460285069069,0.04493431629470384,0.067595842518616958,0.047673163239676956
B,2,5,12,0.14281681852766775,0.1481772973214335,0.14287640658350778,0.013891959156407398,0.018084242510505184,0.01426117974850874
B,2,6,150,0.01045723228997522,0.032813727402818342,0.013078694062828753,0.015627250108581507,0.036845395657920596,0.017406490294389648
B,3,5,12,0.15191008873036385,0.15773561565776997,0.15200559504748037,0.0039941734505822349,0.0049716745109170211,0.0041244706628932601
B,3,6,630,0.0035583150076411332,0.034613620047956518,0.0054511606320064541,0.0051391347542939971,0.015078025896736251,0.0059305892031673337
B,4,5,12,0.15420212010509485,0.16024099089669008,0.15430994540031215,0.0012852726952234615,0.0018741498362017594,0.0013656126770343489
B,4,6,2550,0.0011604979479959989,0.036427221741265656,0.0025106824378050927,0.0015860302124894889,0.0064700840827053626,0.0020381767467749549
