time,alpha,alpha_rate,fiber_length,axial_shortening,transverse_scale_change_1,transverse_scale_change_2,volume_error,centroid_drift,passive_energy,active_energy,stored_energy,dissipation,active_power,active_net_force,active_net_moment,projected_residual,gauge_increment_residual,optimizer_iterations,optimizer_evaluations,optimizer_reported_success
2.4399999999999999,0.10000000000000001,0,0.88641172900258602,0.097517969523365444,0.06612646059083227,0.03582360452260458,4.9664222302459038e-05,1.0558349089819609e-15,0.00087412648098756643,2.9715160846643292e-05,0.00090384164183420976,0.00028829036486035999,0,1.951563910473908e-18,2.2019947886225869e-18,7.7706597119621811e-09,1.260041133889272e-20,58,66,0
2.46,0.10000000000000001,0,0.88639913558280448,0.09753079125697206,0.066381359700684595,0.035808429566217104,4.7239565567958053e-05,8.4019373782410081e-16,0.00086875768256526121,2.940894721163554e-05,0.00089816662977689669,0.00028225853540897537,0,8.6736173798840355e-19,1.085580328921679e-18,7.0956189330742183e-09,1.3258978538112629e-20,60,67,0
2.48,0.10000000000000001,0,0.88638682197068863,0.097543328110108352,0.066632971486784598,0.035792849886082223,4.4873464970285326e-05,7.1712727638934062e-16,0.00086349759957253926,2.9111070680607115e-05,0.00089260867025314642,0.00027646436855302331,0,1.7347234759768071e-18,4.3326953011040154e-18,6.0273867560495647e-09,1.6272292499901084e-20,60,68,0
2.5,0.10000000000000001,0,0.88637476738943899,0.097555601236249179,0.066881488929295685,0.035776838317549853,4.256369786181935e-05,7.7698781045284474e-16,0.00085834229704908336,2.8820929063769688e-05,0.000887163226112853,0.00027089358642561577,0,5.6378512969246231e-18,2.79085448841217e-18,8.466191208499424e-09,1.4065687877669108e-20,58,66,0
2.52,0.10000000000000001,0,0.88636295339152849,0.097567629417368074,0.067127083507878105,0.035760374522590288,4.0308146425305225e-05,7.6036582821736124e-16,0.00085328803596623011,2.8537987962062618e-05,0.00088182602392829277,0.0002655333447466842,0,3.2526065174565133e-18,4.2595002098577203e-18,7.1621760354116067e-09,1.2763922436029397e-20,59,67,0
2.54,0.10000000000000001,0,0.88635136384092084,0.097579429082041313,0.067369907519448935,0.03574344440642041,3.8104867630339712e-05,1.0141711202174847e-15,0.00084833125047471597,2.826177847749847e-05,0.00087659302895221449,0.00026037199299478077,0,2.1684043449710089e-19,1.333092323287993e-18,5.808374501470278e-09,1.5484824634279662e-20,60,67,0
2.5600000000000001,0.10000000000000001,0,0.88633998444523598,0.097591014781764462,0.067610096455952062,0.035726039308350721,3.5951988553550862e-05,6.1133074006434352e-16,0.0008434685398538811,2.7991884401330585e-05,0.0008714604242552117,0.00025539888415610564,0,2.1684043449710089e-19,3.3834612921847723e-18,7.6274830883962206e-09,7.2044885854305593e-21,58,68,0
2.5800000000000001,0.10000000000000001,0,0.88632880237639555,0.097602399577183863,0.067847770569281929,0.035708155955104903,3.3847798637243187e-05,1.217425218465042e-15,0.00083869666216281025,2.7727931900356149e-05,0.00086642459406316636,0.00025060413696357809,0,1.0842021724855044e-18,1.5439137339536164e-18,7.5981078813921181e-09,2.2203506743870292e-20,58,67,0
2.6000000000000001,0.10000000000000001,0,0.88631780627413936,0.097613595034516831,0.068083036895138171,0.035689795429061588,3.1790662268216252e-05,5.9006051289336921e-16,0.00083401251999706816,2.7469588503897264e-05,0.00086148210850096538,0.00024597864210843087,0,3.2526065174565133e-18,4.0764391485031667e-18,9.8272065713690594e-09,1.1045732925203059e-20,56,62,0
2.6200000000000001,0.10000000000000001,0,0.88630698581287726,0.097624611666552452,0.068315990571565344,0.035670962956482866,2.9778991923246068e-05,7.0816283304461679e-16,0.00082941315950067762,2.7216551958850121e-05,0.00085662971145952771,0.00024151385561234584,0,8.6736173798840355e-19,1.4525122765137533e-18,6.9900238431523021e-09,6.5478644737485756e-21,58,65,0
2.6400000000000001,0.10000000000000001,0,0.88629633195973989,0.097635458669922626,0.068546716441757249,0.035651667350461658,2.781137946494816e-05,6.0871260923252098e-16,0.00082489575435637703,2.696855546665895e-05,0.00085186430982303596,0.00023720175012495624,0,4.3368086899420177e-19,5.1902080285541612e-18,5.3463863019193877e-09,1.0857224212309886e-20,59,69,0
2.6600000000000001,0.10000000000000001,0,0.88628583642273717,0.097646144486947861,0.068775290048469273,0.03563192065177434,2.588643722645223e-05,8.8102136493720836e-16,0.00082045760945995106,2.672535407051318e-05,0.00084718296353046422,0.00023303479697968246,0,4.3368086899420177e-19,1.8512438288201533e-18,6.9480027242790054e-09,1.3860684280152268e-20,56,66,0
2.6800000000000002,0.10000000000000001,0,0.88627549161397901,0.097656676843083767,0.069001778817253223,0.035611737665632859,2.4002830767866357e-05,8.3447157995462713e-16,0.00081609615425560827,2.6486723279156172e-05,0.0008425828775347644,0.00022900582900974481,0,4.3368086899420177e-19,1.3710003708500888e-18,6.8454242057465592e-09,1.0022822931609945e-20,58,66,0
2.7000000000000002,0.10000000000000001,0,0.88626529079445671,0.097667062599514853,0.069226242992396436,0.035591135718989531,2.2159341078520356e-05,4.8288613249258032e-16,0.00081180893120525453,2.6252461897387274e-05,0.00083806139310264177,0.00022510814794161381,0,6.5052130349130266e-19,2.3569292533339586e-18,7.6550742744450741e-09,1.0560264036661602e-20,58,64,0
2.7200000000000002,0.10000000000000001,0,0.88625522774681631,0.097677308086313031,0.069448736458205929,0.035570134156049926,2.0354743663020258e-05,7.8719833786478216e-16,0.00080759359758382618,2.6022384022266273e-05,0.00083361598160609242,0.000221335307122263,0,6.2883726004159257e-18,4.8901211889426119e-18,8.5894942835492772e-09,1.1240240802026064e-20,57,66,0
2.7400000000000002,0.10000000000000001,0,0.88624529679756459,0.097687419079829918,0.069669307651474721,0.035548754038853714,1.8587905390443638e-05,7.8719833786478216e-16,0.00080344791745658303,2.5796319193683239e-05,0.00082924423665026625,0.00021768130411498429,0,8.6736173798840355e-19,3.2670000053213514e-18,8.2468266232933931e-09,4.5894079116081563e-21,58,69,0
2.7600000000000002,0.10000000000000001,0,0.88623549272842184,0.097697400892950648,0.069888000059970201,0.03552701810019232,1.6857712578532968e-05,4.8288613249258032e-16,0.00079936975856919495,2.5574110039161366e-05,0.00082494386860835632,0.00021414036451281276,0,1.951563910473908e-18,1.6998356172052936e-18,5.9915381524971855e-09,1.6859131033560123e-20,59,68,0
2.7800000000000002,0.10000000000000001,0,0.88622581077902007,0.097707258372346728,0.070104852882009849,0.035504950189580775,1.5163089398972929e-05,6.0608316882232415e-16,0.00079535708641534115,2.5355612040892604e-05,0.00082071269845623374,0.00021070702847800107,0,1.7347234759768071e-18,3.5241506376624861e-18,9.5582690849642983e-09,8.4660105201746958e-21,57,63,0
2.8000000000000003,0.10000000000000001,0,0.88621624649699471,0.097716996051102401,0.070319901478302249,0.035482575352221879,1.3503034022255278e-05,7.6036582821736124e-16,0.00079140796226758565,2.5140689890421662e-05,0.00081654865215800734,0.00020737611371569577,0,1.7347234759768071e-18,1.0756601058323588e-18,7.4659133683103081e-09,9.7912924975379766e-21,57,68,0
