event_count,split_event_count,swap_event_count,merge_event_count,initial_revision,current_revision,initial_stored_energy,final_stored_energy,signed_inter_event,sum_abs_inter_event,max_abs_inter_event,cumulative_delta_psi_remesh,sum_abs_delta_psi_remesh,declared_remesh_work,signed_algorithmic_energy_defect,sum_abs_algorithmic_energy_defect,maximum_absolute_delta_psi_remesh,energy_telescoping_residual,minimum_step_fiber_alignment,minimum_initial_fiber_alignment,maximum_rebind_error
2,1,0,1,0,2,0.010782134580316453,0.010782134580316505,0,0,0,5.2041704279304213e-17,5.2041704279304213e-17,0,5.2041704279304213e-17,5.2041704279304213e-17,5.2041704279304213e-17,0,1,1,1.1102230246251565e-16
