run,step,time,revision,vertex_count,face_count,axis_length,surface_area,area_ratio,volume,volume_ratio,centroid_x,centroid_y,centroid_z,normalized_centroid_drift,registered_active_energy,active_control_work,viscous_dissipation,energy_balance_residual,minimum_oriented_face_alignment,minimum_triangle_quality,minimum_face_area_ratio,maximum_normalized_cache_residual,force_buffer_l2_norm,finite,state_hash
fixed,0,0,0,8,12,0.92904520880310226,13.211102550927977,1,3,1,8.403712107640645e-18,-1.5,-0.50000000000000011,0,0.010789062500000019,0,0,0,1,0.67047128034924286,1,1.5395713023350294e-16,0,1,2353052345733728689
fixed,1,0.00062500000000000001,0,8,12,0.92903774998873589,13.211069956340394,0.99999753278823944,2.999986271426891,0.99999542380896367,1.5340478468257708e-07,-1.5000000734577217,-0.50000099797818265,7.0193695501639021e-07,0.010785597990294365,0,3.4647878752555596e-06,2.7816960124233135e-10,0.9999999999646938,0.67046717473839723,0.99999458111160777,1.1653643974078523e-17,0,1,8213816795418156617
fixed,2,0.00125,0,8,12,0.92903029234452394,13.211037367057921,0.99999506597804344,2.9999725450071231,0.99999084833570773,3.0678510055351668e-07,-1.5000001469049282,-0.50000199580489479,1.4037672793178144e-06,0.010782134580316453,0,3.4636880601636771e-06,2.7808225225798287e-10,0.99999999985879717,0.67046306972679692,0.99998916308554642,1.1653643974078523e-17,0,1,10074017751828318953
fixed,3,0.0018749999999999999,0,8,12,0.92902283587029211,13.211004783079714,0.99999259956934805,2.9999588207403742,0.99998627358012471,4.6014095145728037e-07,-1.5000002203416205,-0.50000299348015731,2.1054909875432908e-06,0.010778672269723557,0,3.4625885880598033e-06,2.7799516369984324e-10,0.9999999996823431,0.67045896531436644,0.99998374592168315,7.7198780881989275e-17,0,1,7083459461912494881
fixed,4,0.0025000000000000001,0,8,12,0.92901538056586486,13.210972204404912,0.99999013356208821,2.9999450986263234,0.9999816995421078,6.1347234107039074e-07,-1.5000002937678003,-0.5000039910039914,2.8071080946632964e-06,0.010775211058172475,0,3.4614894588399614e-06,2.7790775801172113e-10,0.99999999943536533,0.67045486150103062,0.99997832961988564,1.5395713023352044e-16,0,1,11761214116045202116
fixed,5,0.0031250000000000002,0,8,12,0.92900792643106789,13.210939631032668,0.99998766795619964,2.99993137866465,0.99997712622154999,7.6677927317875423e-07,-1.5000003671834685,-0.50000498837641782,3.5086186153115777e-06,0.010771750945320666,0,3.4603906724000316e-06,2.7782059026870644e-10,0.99999999911789661,0.6704507582867143,0.99997291418002165,2.330758159807891e-17,0,1,15147848746760321083
fixed,6,0.0037499999999999999,0,8,12,0.92900047346572656,13.210907062962123,0.9999852027516174,2.9999176608550311,0.9999725536183437,9.2006175162724065e-07,-1.5000004405886267,-0.50000598559745757,4.2100225643133595e-06,0.010768291930825527,0,3.4592922286360915e-06,2.7773349756772867e-10,0.99999999872997014,0.6704466556713421,0.99996749960195841,0,0,1,7700889909901595509
fixed,7,0.0043750000000000004,0,8,12,0.9289930216696658,13.210874500192427,0.99998273794827708,2.9999039451971465,0.99996798173238222,1.0733197801516057e-06,-1.5000005139832755,-0.50000698266713162,4.9113199564377134e-06,0.010764834014344343,0,3.4581941274442033e-06,2.7764625974459605e-10,0.99999999827161923,0.67044255365483918,0.99996208588556368,1.7252335574396153e-16,0,1,18396018308578685957
fixed,8,0.0050000000000000001,0,8,12,0.92898557104271129,13.210841942722725,0.99998027354611418,2.9998902316906739,0.99996341056355798,1.2265533624457206e-06,-1.5000005873674167,-0.50000797958546117,5.6125108066569381e-06,0.010761377195534851,0,3.4570963687203853e-06,2.7755922904981815e-10,0.99999999774287684,0.67043845223712961,0.9999566730307049,5.8268953995197274e-18,0,1,14326626354737514116
