family,source_level,time_step,step,time,initial_h_rms,exact_radius,control_area_mean_radius,control_area_mean_radius_ratio,area_ratio,volume_ratio,registered_energy_ratio,normalized_surface_centroid_drift,minimum_oriented_face_alignment,minimum_triangle_quality,minimum_face_area_ratio,maximum_normalized_cache_residual
C,1,0.00020000000000000001,0,0,0.58464658336226838,1,0.99999999999999956,0.99999999999999956,1,1,1,0,0.99999999999999978,0.9546101150262426,1,1.973448800505901e-17
C,1,0.00020000000000000001,1,0.00020000000000000001,0.58464658336226838,0.99999919999968001,0.99999920000000087,0.99999920000000087,0.99999839358907172,0.99999759782006181,0.99999839358907161,1.0326568809700732e-16,0.99999999999996336,0.95461007585877233,0.99999827618429005,4.4325279906267593e-17
C,1,0.00020000000000000001,2,0.00040000000000000002,0.58464658336226838,0.99999839999871998,0.99999839999935991,0.99999839999935991,0.99999678717821439,0.99999519564203709,0.99999678717821427,9.9702250908085768e-17,0.99999999999985378,0.95461003669137301,0.99999655236907203,1.7196817470496886e-17
C,1,0.00020000000000000001,3,0.00060000000000000006,0.58464658336226838,0.99999759999712001,0.99999759999807802,0.99999759999807802,0.99999518076742921,0.99999279346592707,0.99999518076742921,2.3829636088154173e-17,0.99999999999967149,0.95460999752404474,0.99999482855434552,4.018614590731249e-17
C,1,0.00020000000000000001,4,0.00080000000000000004,0.58464658336226838,0.99999679999488,0.99999679999615432,0.99999679999615432,0.9999935743567151,0.99999039129173195,0.99999357435671521,9.9000303688240315e-17,0.99999999999941569,0.95460995835678764,0.99999310474011038,1.2828812989886754e-17
C,1,0.00020000000000000001,5,0.001,0.58464658336226838,0.99999599999199995,0.99999599999358824,0.99999599999358824,0.99999196794607348,0.99998798911945075,0.99999196794607348,1.4022668783416322e-16,0.99999999999908706,0.95460991918960136,0.9999913809263673,1.0294221186130426e-17
C,1,0.00020000000000000001,6,0.0012000000000000001,0.58464658336226838,0.99999519998847997,0.999995199990382,0.999995199990382,0.99999036153550258,0.99998558694908413,0.99999036153550258,5.9984271032811294e-17,0.99999999999868527,0.95460988002248626,0.99998965711311549,4.0769064447526648e-17
C,1,0.00020000000000000001,7,0.0014,0.58464658336226838,0.99999439998431994,0.99999439998653294,0.99999439998653294,0.99998875512500351,0.99998318478063186,0.9999887551250034,9.1201444990850896e-17,0.99999999999821054,0.95460984085544165,0.9999879333003554,4.4123191716531928e-17
C,1,0.00020000000000000001,8,0.0016000000000000001,0.58464658336226838,0.99999359997951986,0.9999935999820434,0.9999935999820434,0.99998714871457561,0.99998078261409462,0.99998714871457561,9.07422091227356e-17,0.99999999999766276,0.95460980168846876,0.99998620948808692,5.3606156269691202e-18
C,1,0.00020000000000000001,9,0.0018000000000000002,0.58464658336226838,0.99999279997407986,0.99999279997691148,0.99999279997691148,0.99998554230421988,0.99997838044947063,0.99998554230421977,6.8975899222206394e-17,0.99999999999704203,0.95460976252156671,0.99998448567630993,1.4106276847365893e-17
C,1,0.00020000000000000001,10,0.002,0.58464658336226838,0.9999919999679997,0.99999199997113863,0.99999199997113863,0.99998393589393542,0.99997597828676199,0.99998393589393542,9.6789517173180761e-17,0.99999999999634825,0.95460972335473548,0.99998276186502477,4.0381409035767977e-17
C,1,0.00020000000000000001,11,0.0022000000000000001,0.58464658336226838,0.99999119996127972,0.99999119996472385,0.99999119996472385,0.99998232948372245,0.99997357612596827,0.99998232948372245,1.0649927464217522e-16,0.99999999999558131,0.95460968418797532,0.99998103805423089,1.1926267716301294e-17
C,1,0.00020000000000000001,12,0.0024000000000000002,0.58464658336226838,0.99999039995391958,0.99999039995766792,0.99999039995766792,0.99998072307358032,0.99997117396708812,0.99998072307358032,9.867958227252716e-17,0.99999999999474154,0.95460964502128653,0.99997931424392883,2.3822813821364487e-17
C,1,0.00020000000000000001,13,0.0026000000000000003,0.58464658336226838,0.99998959994591941,0.99998959994996939,0.99998959994996939,0.99997911666351036,0.99996877181012278,0.99997911666351036,1.0129274929690678e-16,0.9999999999938286,0.95460960585466859,0.99997759043411849,1.9967188533731538e-17
C,1,0.00020000000000000001,14,0.0028,0.58464658336226838,0.99998879993727929,0.99998879994163015,0.99998879994163015,0.99997751025351223,0.99996636965507191,0.99997751025351223,5.5107979478244208e-17,0.99999999999284284,0.95460956668812147,0.99997586662479965,2.7782125284535421e-17
C,1,0.00020000000000000001,15,0.0030000000000000001,0.58464658336226838,0.99998799992799914,0.99998799993264931,0.99998799993264931,0.99997590384358492,0.99996396750193561,0.99997590384358481,7.1135364929293292e-17,0.99999999999178379,0.95460952752164541,0.99997414281597263,2.0708484095737804e-17
C,1,0.00020000000000000001,16,0.0032000000000000002,0.58464658336226838,0.99998719991807894,0.99998719992302676,0.99998719992302676,0.99997429743372968,0.99996156535071368,0.99997429743372968,7.8721557444148257e-17,0.99999999999065181,0.95460948835524062,0.99997241900763656,5.5923748821254103e-17
C,1,0.00020000000000000001,17,0.0034000000000000002,0.58464658336226838,0.9999863999075187,0.9999863999127625,0.9999863999127625,0.99997269102394581,0.9999591632014061,0.99997269102394581,5.5157668218281458e-17,0.99999999998944711,0.95460944918890622,0.99997069519979231,3.812146092292111e-17
C,1,0.00020000000000000001,18,0.0036000000000000003,0.58464658336226838,0.99998559989631852,0.99998559990185676,0.99998559990185676,0.99997108461423345,0.99995676105401299,0.99997108461423334,8.0002942970611496e-17,0.99999999998816891,0.95460941002264355,0.99996897139243968,2.2474737537433218e-17
C,1,0.00020000000000000001,19,0.0038,0.58464658336226838,0.9999847998844783,0.99998479989030953,0.99998479989030953,0.99996947820459281,0.99995435890853446,0.99996947820459281,4.1948788188117296e-17,0.99999999998681788,0.95460937085645148,0.99996724758557853,3.378554810790556e-17
C,1,0.00020000000000000001,20,0.0040000000000000001,0.58464658336226838,0.99998399987199793,0.99998399987812081,0.99998399987812081,0.99996787179502333,0.99995195676497051,0.99996787179502333,9.3390905864602076e-17,0.99999999998539391,0.95460933169033058,0.99996552377920922,5.0311416266192642e-17
C,1,0.00020000000000000001,21,0.0042000000000000006,0.58464658336226838,0.99998319985887762,0.99998319986529027,0.99998319986529027,0.99996626538552569,0.9999495546233208,0.99996626538552569,2.4267463432979329e-17,0.99999999998389677,0.95460929252428084,0.99996379997333129,3.8565821321727385e-17
C,1,0.00020000000000000001,22,0.0044000000000000003,0.58464658336226838,0.99998239984511728,0.99998239985181825,0.99998239985181825,0.99996465897609965,0.99994715248358645,0.99996465897609954,5.2139371642462723e-17,0.99999999998232669,0.95460925335830216,0.99996207616794497,4.6990462545769744e-17
C,1,0.00020000000000000001,23,0.0045999999999999999,0.58464658336226838,0.99998159983071688,0.99998159983770518,0.99998159983770518,0.99996305256674445,0.99994475034576524,0.99996305256674445,1.351613756692292e-16,0.99999999998068378,0.95460921419239431,0.99996035236305014,1.1206034497799836e-17
C,1,0.00020000000000000001,24,0.0048000000000000004,0.58464658336226838,0.99998079981567645,0.99998079982294996,0.99998079982294996,0.99996144615746119,0.99994234820985906,0.99996144615746119,8.9675699658596625e-17,0.99999999997896749,0.95460917502655729,0.99995862855864703,7.3913510378279942e-18
C,1,0.00020000000000000001,25,0.0050000000000000001,0.58464658336226838,0.99997999979999597,0.9999799998075527,0.9999799998075527,0.99995983974824909,0.99993994607586767,0.99995983974824909,7.6169487418791423e-17,0.99999999997717826,0.95460913586079177,0.99995690475473564,2.6266589228110008e-17
C,1,0.00020000000000000001,26,0.0052000000000000006,0.58464658336226838,0.99997919978367555,0.99997919979151495,0.99997919979151495,0.99995823333910938,0.99993754394379042,0.99995823333910938,1.2387910338401522e-16,0.99999999997531641,0.95460909669509708,0.99995518095131564,4.2225847633923386e-18
C,1,0.00020000000000000001,27,0.0054000000000000003,0.58464658336226838,0.99997839976671499,0.99997839977483438,0.99997839977483438,0.99995662693004084,0.99993514181362797,0.99995662693004084,9.5083314634862015e-17,0.99999999997338118,0.95460905752947345,0.99995345714838713,2.5331611215026625e-17
C,1,0.00020000000000000001,28,0.0055999999999999999,0.58464658336226838,0.99997759974911438,0.99997759975751355,0.99997759975751355,0.99995502052104313,0.99993273968537977,0.99995502052104301,6.0211076309811039e-17,0.99999999997137301,0.95460901836392043,0.99995173334595044,4.0609159539376894e-17
C,1,0.00020000000000000001,29,0.0058000000000000005,0.58464658336226838,0.99997679973087372,0.99997679973955023,0.99997679973955023,0.99995341411211791,0.99993033755904637,0.99995341411211791,6.2635707779406942e-17,0.9999999999692919,0.95460897919843879,0.99995000954400481,1.8984323216045088e-17
C,1,0.00020000000000000001,30,0.0060000000000000001,0.58464658336226838,0.99997599971199302,0.99997599972094509,0.99997599972094509,0.99995180770326364,0.99992793543462688,0.99995180770326364,2.3578057891547561e-17,0.99999999996713795,0.95460894003302788,0.9999482857425509,2.554786043945766e-17
C,1,0.00020000000000000001,31,0.0062000000000000006,0.58464658336226838,0.99997519969247239,0.99997519970169957,0.99997519970169957,0.99995020129448053,0.99992553331212253,0.99995020129448053,4.8982186074602686e-17,0.99999999996491085,0.95460890086768846,0.99994656194158871,2.0571527617313314e-17
