family,source_level,time_step,step,time,initial_h_rms,exact_radius,control_area_mean_radius,control_area_mean_radius_ratio,area_ratio,volume_ratio,registered_energy_ratio,normalized_surface_centroid_drift,minimum_oriented_face_alignment,minimum_triangle_quality,minimum_face_area_ratio,maximum_normalized_cache_residual
C,4,5.0000000000000002e-05,0,0,0.075875218725294305,1,0.99999999999999989,0.99999999999999989,1,1,1,0,0.99999999999999978,0.93750343228680921,1,1.8268620098632432e-17
C,4,5.0000000000000002e-05,1,5.0000000000000002e-05,0.075875218725294305,0.99999979999998001,0.99999979999999788,0.99999979999999788,0.99999959996609111,0.99999939999675591,0.999999599966091,4.4083159529794814e-16,0.99999999999982092,0.93750343103131573,0.99999959836344576,6.2125445640042165e-17
C,4,5.0000000000000002e-05,2,0.0001,0.075875218725294305,0.99999959999991994,0.99999959999996235,0.99999959999996235,0.9999991999321779,0.99999879999362795,0.99999919993217778,3.1338002887172949e-16,0.99999999999928368,0.93750342977552747,0.99999919672685056,4.0422265014728111e-18
C,4,5.0000000000000002e-05,3,0.00015000000000000001,0.075875218725294305,0.99999939999982002,0.9999993999998793,0.9999993999998793,0.99999879989827278,0.99999819999062056,0.99999879989827267,7.457243471445039e-16,0.99999999999838862,0.93750342851944501,0.99999879509021361,4.3733230635299228e-17
C,4,5.0000000000000002e-05,4,0.00020000000000000001,0.075875218725294305,0.99999919999968001,0.99999919999976172,0.99999919999976172,0.99999839986437855,0.99999759998773563,0.99999839986437855,6.9854113103136533e-16,0.99999999999713562,0.93750342726306846,0.99999839345353447,1.2706267965972688e-17
C,4,5.0000000000000002e-05,5,0.00025000000000000001,0.075875218725294305,0.99999899999950004,0.99999899999959951,0.99999899999959951,0.99999799983048676,0.99999699998496849,0.99999799983048676,6.254380342846219e-16,0.99999999999552502,0.9375034260063978,0.99999799181681415,1.9344754355622838e-17
C,4,5.0000000000000002e-05,6,0.00030000000000000003,0.075875218725294305,0.99999879999927999,0.99999879999940477,0.99999879999940477,0.99999759979660041,0.99999639998231837,0.9999975997966003,7.8345545755955036e-16,0.99999999999355693,0.93750342474943293,0.99999759018005008,5.315589653574655e-17
C,4,5.0000000000000002e-05,7,0.00035,0.075875218725294305,0.99999859999901997,0.99999859999916152,0.99999859999916152,0.99999719976271761,0.99999579997979171,0.99999719976271761,1.11976662182599e-15,0.99999999999123157,0.93750342349217408,0.99999718854324593,1.9276201990953819e-17
C,4,5.0000000000000002e-05,8,0.00040000000000000002,0.075875218725294305,0.99999839999871998,0.99999839999887796,0.99999839999887796,0.99999679972884958,0.99999519997738728,0.99999679972884947,9.0351978829956829e-16,0.99999999998854894,0.93750342223462135,0.99999678690639915,2.3605378303740921e-18
C,4,5.0000000000000002e-05,9,0.00045000000000000004,0.075875218725294305,0.99999819999838002,0.99999819999856154,0.99999819999856154,0.99999639969498166,0.99999459997509654,0.99999639969498155,4.0805842815418574e-16,0.99999999998550915,0.9375034209767743,0.99999638526951207,9.7975961812295719e-19
C,4,5.0000000000000002e-05,10,0.00050000000000000001,0.075875218725294305,0.99999799999799999,0.99999799999819949,0.99999799999819949,0.99999599966112329,0.99999399997292948,0.99999599966112318,7.1130799512234333e-16,0.99999999998211264,0.93750341971863371,0.99999598363258302,1.8999453364055814e-17
C,4,5.0000000000000002e-05,11,0.00055000000000000003,0.075875218725294305,0.99999779999757998,0.99999779999779781,0.99999779999779781,0.99999559962726792,0.99999339997088432,0.99999559962726792,2.9205104289224111e-16,0.99999999997835942,0.93750341846019902,0.99999558199561267,3.639967517888653e-17
C,4,5.0000000000000002e-05,12,0.00060000000000000006,0.075875218725294305,0.99999759999712001,0.99999759999735993,0.99999759999735993,0.99999519959341743,0.99999279996895807,0.99999519959341721,6.5822459905018932e-16,0.99999999997424938,0.93750341720147035,0.99999518035860013,1.3247668048951164e-17
C,4,5.0000000000000002e-05,13,0.00065000000000000008,0.075875218725294305,0.99999739999661996,0.99999739999688164,0.99999739999688164,0.99999479955958248,0.99999219996715027,0.99999479955958226,1.0674062498992895e-15,0.99999999996978328,0.93750341594244746,0.99999477872154519,3.9964115523527674e-17
C,4,5.0000000000000002e-05,14,0.00069999999999999999,0.075875218725294305,0.99999719999607994,0.9999971999963585,0.9999971999963585,0.99999439952573954,0.99999159996545994,0.99999439952573943,1.0745623166114778e-15,0.9999999999649607,0.93750341468313125,0.99999437708444905,2.4053885561032854e-17
C,4,5.0000000000000002e-05,15,0.00075000000000000002,0.075875218725294305,0.99999699999549996,0.99999699999579905,0.99999699999579905,0.99999399949191381,0.99999099996389362,0.99999399949191381,4.2049730287016866e-16,0.99999999995978184,0.93750341342352084,0.99999397544731206,3.6686363266702203e-17
C,4,5.0000000000000002e-05,16,0.00080000000000000004,0.075875218725294305,0.99999679999488,0.99999679999520052,0.99999679999520052,0.99999359945808997,0.99999039996244599,0.99999359945808985,4.1949731683385603e-16,0.99999999995424727,0.93750341216361643,0.99999357381013132,1.6311071104350671e-17
C,4,5.0000000000000002e-05,17,0.00085000000000000006,0.075875218725294305,0.99999659999421997,0.99999659999456092,0.99999659999456092,0.99999319942427356,0.99998979996111714,0.99999319942427356,6.4951342415157798e-16,0.99999999994835687,0.93750341090341904,0.9999931721729105,1.7657414268888089e-17
C,4,5.0000000000000002e-05,18,0.00090000000000000008,0.075875218725294305,0.99999639999351997,0.9999963999938809,0.9999963999938809,0.99999279939046004,0.99998919995991542,0.99999279939046004,3.4146937073926904e-16,0.99999999994211064,0.937503409642928,0.99999277053564861,2.5074051171945456e-17
C,4,5.0000000000000002e-05,19,0.00095,0.075875218725294305,0.99999619999278,0.99999619999316025,0.99999619999316025,0.99999239935665796,0.99998859995882339,0.99999239935665785,9.6809133558782747e-16,0.99999999993550892,0.93750340838214286,0.99999236889834442,5.9585996112917315e-17
C,4,5.0000000000000002e-05,20,0.001,0.075875218725294305,0.99999599999199995,0.99999599999239863,0.99999599999239863,0.99999199932285832,0.99998799995785848,0.9999919993228582,3.1256713084922946e-16,0.99999999992855182,0.93750340712106406,0.99999196726099859,2.1106482815965011e-17
C,4,5.0000000000000002e-05,21,0.0010500000000000002,0.075875218725294305,0.99999579999117993,0.99999579999159716,0.99999579999159716,0.99999159928906522,0.99998739995700625,0.99999159928906511,5.9817125220293361e-16,0.99999999992123956,0.93750340585969205,0.99999156562361213,2.667575535722927e-17
C,4,5.0000000000000002e-05,22,0.0011000000000000001,0.075875218725294305,0.99999559999031995,0.99999559999075605,0.99999559999075605,0.99999119925527902,0.99998679995628525,0.9999911992552788,3.9861246740375284e-16,0.99999999991357225,0.93750340459802672,0.9999911639861826,1.9075610769916311e-17
C,4,5.0000000000000002e-05,23,0.00115,0.075875218725294305,0.99999539998941989,0.99999539998988085,0.99999539998988085,0.99999079922150247,0.99998619995567728,0.99999079922150247,3.2148148439588857e-16,0.99999999990555,0.93750340333606785,0.99999076234871043,3.2118696719272447e-17
C,4,5.0000000000000002e-05,24,0.0012000000000000001,0.075875218725294305,0.99999519998847997,0.99999519998895858,0.99999519998895858,0.99999039918772603,0.99998559995518799,0.99999039918772592,6.5911633856042599e-16,0.99999999989717281,0.93750340207381522,0.99999036071119884,2.0353345251878624e-17
C,4,5.0000000000000002e-05,25,0.00125,0.075875218725294305,0.99999499998749997,0.99999499998799835,0.99999499998799835,0.99998999915396192,0.99998499995481638,0.9999899991539617,2.484107802715515e-16,0.99999999988844113,0.93750340081126915,0.99998995907364341,7.2645290436143105e-17
C,4,5.0000000000000002e-05,26,0.0013000000000000002,0.075875218725294305,0.99999479998648,0.99999479998700036,0.99999479998700036,0.99998959912019469,0.99998439995457056,0.99998959912019469,8.3123814343589581e-16,0.99999999987935517,0.93750339954843009,0.99998955743604834,9.2693143881512921e-18
C,4,5.0000000000000002e-05,27,0.0013500000000000001,0.075875218725294305,0.99999459998541995,0.99999459998595985,0.99999459998595985,0.99998919908644035,0.99998379995444697,0.99998919908644024,5.8270442591188039e-16,0.99999999986991472,0.93750339828529772,0.99998915579841074,3.1866255387940429e-17
C,4,5.0000000000000002e-05,28,0.0014,0.075875218725294305,0.99999439998431994,0.99999439998488027,0.99999439998488027,0.99998879905269356,0.99998319995443619,0.99998879905269356,3.6125138879287735e-16,0.99999999986012023,0.93750339702187235,0.99998875416073008,2.0812386226322125e-17
C,4,5.0000000000000002e-05,29,0.0014500000000000001,0.075875218725294305,0.99999419998317995,0.99999419998375749,0.99999419998375749,0.99998839901895131,0.99998259995454652,0.99998839901895131,7.3498973867650714e-16,0.99999999984997179,0.93750339575815345,0.99998835252300944,2.1780148022149324e-17
C,4,5.0000000000000002e-05,30,0.0015,0.075875218725294305,0.99999399998199989,0.99999399998260208,0.99999399998260208,0.99998799898521351,0.99998199995478165,0.9999879989852134,3.1086629250094051e-16,0.99999999983946886,0.93750339449414122,0.99998795088524695,1.8580030887535691e-17
C,4,5.0000000000000002e-05,31,0.0015500000000000002,0.075875218725294305,0.99999379998077986,0.99999379998139948,0.99999379998139948,0.99998759895148204,0.99998139995512958,0.99998759895148193,5.1441980593904012e-16,0.99999999982861298,0.93750339322983622,0.99998754924744215,5.1933338194538656e-18
