family,source_level,time_step,step,time,initial_h_rms,exact_radius,control_area_mean_radius,control_area_mean_radius_ratio,area_ratio,volume_ratio,registered_energy_ratio,normalized_surface_centroid_drift,minimum_oriented_face_alignment,minimum_triangle_quality,minimum_face_area_ratio,maximum_normalized_cache_residual
C,4,0.0001,0,0,0.075875218725294305,1,0.99999999999999989,0.99999999999999989,1,1,1,0,0.99999999999999978,0.93750343228680921,1,1.8268620098632432e-17
C,4,0.0001,1,0.0001,0.075875218725294305,0.99999959999991994,0.99999960000000176,0.99999960000000176,0.99999919993225339,0.99999879999374774,0.99999919993225317,4.5285783277181467e-16,0.99999999999928357,0.93750342977582146,0.99999919672697246,4.5842971570133829e-17
C,4,0.0001,2,0.00020000000000000001,0.075875218725294305,0.99999919999968001,0.9999991999998411,0.9999991999998411,0.99999839986453198,0.99999759998797277,0.99999839986453198,5.1292845638771294e-16,0.99999999999713518,0.93750342726365665,0.99999839345377928,4.3199865208502375e-17
C,4,0.0001,3,0.00030000000000000003,0.075875218725294305,0.99999879999927999,0.99999879999951846,0.99999879999951846,0.99999759979683589,0.99999639998267853,0.99999759979683578,9.2614559571789998e-16,0.99999999999355615,0.93750342475031478,0.999997590180419,1.8942990704364245e-17
C,4,0.0001,4,0.00040000000000000002,0.075875218725294305,0.99999839999871998,0.99999839999903806,0.99999839999903806,0.99999679972915678,0.99999519997786779,0.99999679972915656,2.4658591570817224e-16,0.99999999998854716,0.9375034222357963,0.9999967869068922,1.3880580086191846e-17
C,4,0.0001,5,0.00050000000000000001,0.075875218725294305,0.99999799999799999,0.99999799999840044,0.99999799999840044,0.99999599966150776,0.99999399997352978,0.99999599966150776,5.2359168379209607e-16,0.99999999998210987,0.93750341972010154,0.99999598363319642,2.6617928313164852e-17
C,4,0.0001,6,0.00060000000000000006,0.075875218725294305,0.99999759999712001,0.99999759999760007,0.99999759999760007,0.99999519959388217,0.99999279996967805,0.99999519959388206,7.5788749348029815e-16,0.9999999999742456,0.93750341720323116,0.99999518035933466,3.7838373101396338e-17
C,4,0.0001,7,0.00069999999999999999,0.075875218725294305,0.99999719999607994,0.99999719999663927,0.99999719999663927,0.99999439952628077,0.99999159996630271,0.99999439952628077,4.2911018138589692e-16,0.99999999996495548,0.93750341468518494,0.99999437708530559,4.5353425554527875e-17
C,4,0.0001,8,0.00080000000000000004,0.075875218725294305,0.99999679999488,0.9999967999955186,0.9999967999955186,0.99999359945870625,0.99999039996340844,0.99999359945870614,2.9261562892218561e-16,0.99999999995424094,0.93750341216596345,0.99999357381111098,4.3055306375627553e-18
C,4,0.0001,9,0.00090000000000000008,0.075875218725294305,0.99999639999351997,0.99999639999423751,0.99999639999423751,0.9999927993911536,0.99998919996098601,0.99999279939115349,3.7050378280367981e-16,0.9999999999421022,0.93750340964556722,0.99999277053674962,2.3545938543591838e-17
C,4,0.0001,10,0.001,0.075875218725294305,0.99999599999199995,0.99999599999279931,0.99999599999279931,0.99999199932362826,0.99998799995905552,0.99999199932362826,3.9986330894627717e-16,0.99999999992854161,0.93750340712399594,0.99999196726222206,4.0247272646413199e-17
C,4,0.0001,11,0.0011000000000000001,0.075875218725294305,0.99999559999031995,0.99999559999119914,0.99999559999119914,0.99999119925612578,0.9999867999576042,0.99999119925612556,8.0913393496438665e-16,0.99999999991355992,0.93750340460125081,0.99999116398752685,3.982194708264692e-17
C,4,0.0001,12,0.0012000000000000001,0.075875218725294305,0.99999519998847997,0.99999519998943665,0.99999519998943665,0.99999039918864918,0.99998559995662584,0.99999039918864896,6.5617525203464515e-16,0.99999999989715838,0.93750340207733163,0.99999036071266434,3.1051290013622237e-17
C,4,0.0001,13,0.0013000000000000002,0.075875218725294305,0.99999479998648,0.9999947999875205,0.9999947999875205,0.99998959912119567,0.99998439995613098,0.99998959912119556,8.7750407215640918e-16,0.99999999987933808,0.93750339955223883,0.99998955743763684,5.3097731639374789e-17
C,4,0.0001,14,0.0014,0.075875218725294305,0.99999439998431994,0.99999439998543771,0.99999439998543771,0.99998879905376836,0.99998319995611906,0.99998879905376825,9.7557924381099956e-16,0.99999999986010013,0.93750339702597252,0.99998875416244171,3.3802511508316614e-17
