branch,stage,material_point_id,host_0,host_1,host_2,barycentric_0,barycentric_1,barycentric_2,fiber_x,fiber_y,fiber_z
frozen_main,before_split,101,0,1,2,0.2,0.3,0.5,1,0,0
frozen_main,before_split,205,0,1,3,0.4,0.25,0.35,1,0,0
frozen_main,after_split,101,2,1,8,0.49999999999999994,0.09999999999999994,0.4000000000000001,1,0,0
frozen_main,after_split,205,3,0,8,0.3500000000000001,0.15000000000000005,0.4999999999999999,1,0,0
frozen_main,before_merge_frozen,101,2,1,8,0.49999999999999994,0.09999999999999994,0.4000000000000001,1,0,0
frozen_main,before_merge_frozen,205,3,0,8,0.3500000000000001,0.15000000000000005,0.4999999999999999,1,0,0
frozen_main,after_merge_frozen,101,2,1,9,0.5,0.23333333333333325,0.2666666666666667,1,0,0
frozen_main,after_merge_frozen,205,3,9,1,0.3500000000000001,0.5333333333333333,0.11666666666666659,1,0,0
