run,source_level,time_step,step,time,initial_h_rms,exact_radius,control_area_mean_radius,control_area_mean_radius_ratio,area_ratio,volume_ratio,registered_energy_ratio,normalized_surface_centroid_drift,minimum_oriented_face_alignment,minimum_triangle_quality,minimum_face_area_ratio,maximum_normalized_cache_residual
C,1,0.0001,0,0,0.58464658336226838,1,0.99999999999999956,0.99999999999999956,1,1,1,0,0.99999999999999978,0.9546101150262426,1,1.973448800505901e-17
C,1,0.0001,1,0.0001,0.58464658336226838,0.99999959999991994,0.99999960000000043,0.99999960000000043,0.99999919679436999,0.99999879890955068,0.99999919679436999,1.240230418927232e-16,0.99999999999999079,0.95461009544251518,0.99999913809195085,4.0352235803934986e-17
C,1,0.0001,2,0.00020000000000000001,0.58464658336226838,0.99999919999968001,0.99999919999984077,0.99999919999984077,0.9999983935887572,0.99999759781957887,0.9999983935887572,8.8440163880725859e-17,0.99999999999996347,0.95461007585880553,0.99999827618402437,1.1877882242352015e-17
C,1,0.0001,3,0.00030000000000000003,0.58464658336226838,0.99999879999927999,0.99999879999951946,0.99999879999951946,0.99999759038316272,0.99999639673008667,0.9999975903831626,5.8964076397224624e-17,0.99999999999991773,0.95461005627511342,0.99999741427622091,3.5052230672642758e-17
C,1,0.0001,4,0.00040000000000000002,0.58464658336226838,0.99999839999871998,0.99999839999903817,0.99999839999903817,0.99999678717758667,0.99999519564107242,0.99999678717758655,5.0147353801480416e-17,0.99999999999985401,0.9546100366914394,0.99999655236854035,1.5253798615011797e-17
C,1,0.0001,5,0.00050000000000000001,0.58464658336226838,0.99999799999799999,0.99999799999839767,0.99999799999839767,0.99999598397202816,0.99999399455253746,0.99999598397202816,8.5156679167035478e-17,0.99999999999977152,0.95461001710778304,0.99999569046098291,1.0981859295594569e-17
C,1,0.0001,6,0.00060000000000000006,0.58464658336226838,0.99999759999712001,0.99999759999759541,0.99999759999759541,0.99999518076648741,0.99999279346448045,0.99999518076648741,1.0831548171963857e-16,0.99999999999967126,0.95460999752414433,0.99999482855354804,3.421241696125687e-18
C,1,0.0001,7,0.00069999999999999999,0.58464658336226838,0.99999719999607994,0.99999719999663328,0.99999719999663328,0.99999437756096443,0.99999159237690205,0.99999437756096443,9.9374889289601131e-17,0.99999999999955247,0.9546099779405236,0.99999396664623597,4.1608450124967562e-17
C,1,0.0001,8,0.00080000000000000004,0.58464658336226838,0.99999679999488,0.99999679999551072,0.99999679999551072,0.99999357435545944,0.99999039128980249,0.99999357435545944,6.3245891147887507e-17,0.99999999999941569,0.95460995835692031,0.9999931047390469,8.9532704553638431e-18
C,1,0.0001,9,0.00090000000000000008,0.58464658336226838,0.99999639999351997,0.99999639999422818,0.99999639999422818,0.99999277114997287,0.99998919020318178,0.99999277114997287,8.4618307469786237e-17,0.99999999999926059,0.954609938773335,0.99999224283198074,1.3489209987853279e-17
