run,source_level,time_step,step,time,initial_h_rms,exact_radius,control_area_mean_radius,control_area_mean_radius_ratio,area_ratio,volume_ratio,registered_energy_ratio,normalized_surface_centroid_drift,minimum_oriented_face_alignment,minimum_triangle_quality,minimum_face_area_ratio,maximum_normalized_cache_residual
C,2,0.0001,33,0.0033,0.30075874473072661,0.99998679991287887,0.99998679991545625,0.99998679991545625,0.99997356437578899,0.9999603902679931,0.99997356437578899,1.0907832554247888e-16,0.99999999995290778,0.94198325600265265,0.99997243483629006,3.8321660742783807e-17
C,2,0.0001,34,0.0034000000000000002,0.30075874473072661,0.9999863999075187,0.9999863999101718,0.9999863999101718,0.99997276329665785,0.99995918998122135,0.99997276329665785,1.6457309576402925e-16,0.99999999995001132,0.94198323983886212,0.99997159954269665,2.7036781686431555e-18
C,2,0.0001,35,0.0035000000000000001,0.30075874473072661,0.99998599990199866,0.99998599990472892,0.99998599990472892,0.99997196221754991,0.999957989694928,0.99997196221755003,9.2172825810274471e-17,0.99999999994702859,0.94198322367527743,0.99997076424994957,2.0518815205973979e-17
C,2,0.0001,36,0.0036000000000000003,0.30075874473072661,0.99998559989631852,0.99998559989912528,0.99998559989912528,0.99997116113846496,0.99995678940911292,0.99997116113846496,1.0053336540992005e-16,0.99999999994395916,0.94198320751189846,0.99996992895804937,3.4079643777947117e-17
C,2,0.0001,37,0.0037000000000000002,0.30075874473072661,0.9999851998904784,0.99998519989335954,0.99998519989335954,0.9999703600594021,0.99995558912377669,0.9999703600594021,5.933275600009592e-17,0.99999999994080346,0.94198319134872455,0.99996909366699627,4.5063420279021414e-17
C,2,0.0001,38,0.0038,0.30075874473072661,0.9999847998844783,0.99998479988743494,0.99998479988743494,0.99996955898036355,0.99995438883891974,0.99996955898036355,1.0563638708088058e-16,0.9999999999375615,0.94198317518575658,0.9999682583767896,3.0293602105627874e-17
C,2,0.0001,39,0.0039000000000000003,0.30075874473072661,0.99998439987831811,0.99998439988134979,0.99998439988134979,0.99996875790134687,0.99995318855453974,0.99996875790134676,1.5739542770947397e-16,0.99999999993423283,0.94198315902299379,0.99996742308742925,9.0122966609378494e-18
C,2,0.0001,40,0.0040000000000000001,0.30075874473072661,0.99998399987199793,0.99998399987510533,0.99998399987510533,0.99996795682235418,0.99995198827063958,0.99996795682235418,1.3041104625733411e-16,0.99999999993081823,0.9419831428604365,0.9999665877989159,3.6172169415694612e-17
C,2,0.0001,41,0.0041000000000000003,0.30075874473072661,0.99998359986551777,0.99998359986870056,0.99998359986870056,0.99996715574338391,0.99995078798721793,0.99996715574338391,7.6266255075200953e-17,0.99999999992731703,0.94198312669808515,0.99996575251124931,4.369316666051236e-17
C,2,0.0001,42,0.0042000000000000006,0.30075874473072661,0.99998319985887762,0.99998319986213469,0.99998319986213469,0.99996635466443562,0.99994958770427467,0.99996635466443573,8.2151080982993316e-17,0.99999999992372923,0.94198311053593886,0.99996491722442893,3.6600092054813714e-17
C,2,0.0001,43,0.0043,0.30075874473072661,0.9999827998520775,0.99998279985541028,0.99998279985541028,0.99996555358551253,0.99994838742180991,0.99996555358551242,8.5990045102795402e-17,0.99999999992005573,0.9419830943739983,0.99996408193845532,2.685326672808952e-17
C,2,0.0001,44,0.0044000000000000003,0.30075874473072661,0.99998239984511728,0.99998239984852455,0.99998239984852455,0.99996475250661121,0.99994718713982511,0.99996475250661132,9.8094125884818628e-17,0.99999999991629529,0.94198307821226324,0.99996324665332825,3.7152372693820692e-17
C,2,0.0001,45,0.0045000000000000005,0.30075874473072661,0.99998199983799707,0.9999819998414794,0.9999819998414794,0.99996395142773231,0.99994598685831837,0.99996395142773231,1.0604157525370042e-16,0.9999999999124487,0.94198306205073346,0.99996241136904818,1.8288254517944715e-17
C,2,0.0001,46,0.0045999999999999999,0.30075874473072661,0.99998159983071688,0.99998159983427293,0.99998159983427293,0.99996315034887673,0.99994478657728991,0.99996315034887673,1.328983635235223e-16,0.99999999990851562,0.9419830458894094,0.99996157608561431,6.9689519634403985e-19
C,2,0.0001,47,0.0047000000000000002,0.30075874473072661,0.99998119982327671,0.99998119982690781,0.99998119982690781,0.99996234927004524,0.99994358629674107,0.99996234927004535,1.5745811072105165e-16,0.99999999990449639,0.94198302972829073,0.9999607408030271,1.5805742735542179e-17
C,2,0.0001,48,0.0048000000000000004,0.30075874473072661,0.99998079981567645,0.99998079981938148,0.99998079981938148,0.99996154819123495,0.99994238601666974,0.99996154819123495,1.4594130129227269e-16,0.99999999990039068,0.94198301356737757,0.99995990552128666,1.8762618616362253e-17
C,2,0.0001,49,0.0048999999999999998,0.30075874473072661,0.9999803998079162,0.9999803998116964,0.9999803998116964,0.99996074711244898,0.99994118573707647,0.99996074711244909,8.4706001146718576e-17,0.99999999989619859,0.9419829974066698,0.99995907024039299,1.1702557916809188e-17
C,2,0.0001,50,0.0050000000000000001,0.30075874473072661,0.99997999979999597,0.99997999980384999,0.99997999980384999,0.9999599460336861,0.99993998545796381,0.99995994603368599,1.8162682804393592e-16,0.99999999989192023,0.94198298124616764,0.99995823496034564,2.4899523463747268e-17
C,2,0.0001,51,0.0051000000000000004,0.30075874473072661,0.99997959979191575,0.9999795997958435,0.9999795997958435,0.99995914495494442,0.99993878517932933,0.99995914495494442,1.4701084616317239e-16,0.99999999988755572,0.94198296508587087,0.99995739968114494,3.8679886038402492e-17
C,2,0.0001,52,0.0052000000000000006,0.30075874473072661,0.99997919978367555,0.99997919978767646,0.99997919978767646,0.99995834387622717,0.9999375849011729,0.99995834387622717,1.7524615239043382e-16,0.99999999988310473,0.94198294892577972,0.99995656440279046,7.6361073436322894e-18
C,2,0.0001,53,0.0053,0.30075874473072661,0.99997879977527526,0.99997879977935078,0.99997879977935078,0.99995754279753202,0.99993638462349399,0.99995754279753202,3.2189380419922788e-16,0.99999999987856736,0.94198293276589373,0.99995572912528286,1.8649375775750986e-17
C,2,0.0001,54,0.0054000000000000003,0.30075874473072661,0.99997839976671499,0.99997839977086334,0.99997839977086334,0.99995674171886029,0.99993518434629625,0.99995674171886029,1.6020848286575005e-16,0.99999999987394372,0.94198291660621325,0.99995489384862168,1.9274031599875384e-17
C,2,0.0001,55,0.0055000000000000005,0.30075874473072661,0.99997799975799462,0.9999779997622168,0.9999779997622168,0.99995594064021154,0.99993398406957579,0.99995594064021165,2.5207771304117965e-16,0.99999999986923382,0.94198290044673849,0.99995405857280695,3.0999025243224566e-17
C,2,0.0001,56,0.0055999999999999999,0.30075874473072661,0.99997759974911438,0.99997759975340972,0.99997759975340972,0.99995513956158621,0.99993278379333295,0.99995513956158621,1.0742515386565561e-16,0.99999999986443755,0.94198288428746901,0.9999532232978382,3.617612429123349e-17
C,2,0.0001,57,0.0057000000000000002,0.30075874473072661,0.99997719974007404,0.9999771997444431,0.9999771997444431,0.99995433848298265,0.99993158351757072,0.99995433848298265,1.357818703865323e-16,0.99999999985955512,0.94198286812840493,0.99995238802371667,1.692754666966146e-17
C,2,0.0001,58,0.0058000000000000005,0.30075874473072661,0.99997679973087372,0.99997679973531606,0.99997679973531606,0.99995353740440251,0.99993038324228634,0.99995353740440251,1.5173350009651325e-16,0.99999999985458632,0.94198285196954645,0.99995155275044112,2.5480129696903359e-17
C,2,0.0001,59,0.0058999999999999999,0.30075874473072661,0.99997639972151342,0.99997639972602803,0.99997639972602803,0.99995273632584569,0.9999291829674799,0.9999527363258458,1.526989100931708e-16,0.99999999984953114,0.94198283581089337,0.9999507174780119,1.1420784465137355e-17
C,2,0.0001,60,0.0060000000000000001,0.30075874473072661,0.99997599971199302,0.99997599971658047,0.99997599971658047,0.99995193524731285,0.99992798269315364,0.99995193524731274,8.9477948207153652e-17,0.99999999984438981,0.94198281965244568,0.99994988220642933,2.1418595014571714e-17
C,2,0.0001,61,0.0061000000000000004,0.30075874473072661,0.99997559970231276,0.99997559970697258,0.99997559970697258,0.99995113416879977,0.99992678241930455,0.99995113416879988,2.1013158372911571e-16,0.99999999983916199,0.9419828034942036,0.99994904693569309,2.8888673819966056e-17
C,2,0.0001,62,0.0062000000000000006,0.30075874473072661,0.99997519969247239,0.99997519969720428,0.99997519969720428,0.999950333090312,0.99992558214593552,0.999950333090312,7.4008819928379562e-17,0.99999999983384824,0.94198278733616692,0.99994821166580306,1.2617447806667781e-17
C,2,0.0001,63,0.0063,0.30075874473072661,0.99997479968247205,0.99997479968727665,0.99997479968727665,0.99994953201184733,0.99992438187304356,0.99994953201184733,1.2389502389481767e-16,0.99999999982844801,0.94198277117833551,0.99994737639675946,4.4849946156658411e-17
C,2,0.0001,64,0.0064000000000000003,0.30075874473072661,0.99997439967231161,0.99997439967718815,0.99997439967718815,0.99994873093340508,0.99992318160063154,0.99994873093340508,5.9811944039354315e-17,0.99999999982296128,0.94198275502070961,0.99994654112856218,5.1799948575136977e-17
C,2,0.0001,65,0.0065000000000000006,0.30075874473072661,0.99997399966199119,0.99997399966694045,0.99997399966694045,0.99994792985498593,0.99992198132869758,0.99994792985498593,1.0543595626740765e-16,0.99999999981738852,0.94198273886328943,0.99994570586121179,1.865579487873861e-17
C,2,0.0001,66,0.0066,0.30075874473072661,0.99997359965151078,0.99997359965653221,0.99997359965653221,0.99994712877659031,0.99992078105724291,0.9999471287765902,6.5283922861694285e-17,0.99999999981172949,0.94198272270607442,0.99994487059470738,2.1852430922577057e-17
C,2,0.0001,67,0.0067000000000000002,0.30075874473072661,0.99997319964087039,0.99997319964596421,0.99997319964596421,0.99994632769821667,0.99991958078626653,0.99994632769821667,5.5034512790990893e-17,0.99999999980598397,0.94198270654906502,0.99994403532904974,8.4701848879367186e-17
C,2,0.0001,68,0.0068000000000000005,0.30075874473072661,0.99997279963006991,0.99997279963523533,0.99997279963523533,0.9999455266198658,0.99991838051576898,0.9999455266198658,5.55945618872791e-17,0.99999999980015253,0.94198269039226079,0.99994320006423765,2.8893635800944891e-17
C,2,0.0001,69,0.0069000000000000008,0.30075874473072661,0.99997239961910944,0.99997239962434603,0.99997239962434603,0.99994472554153824,0.99991718024575038,0.99994472554153835,1.5112087497617371e-16,0.99999999979423471,0.94198267423566195,0.99994236480027221,3.4757433325662169e-17
C,2,0.0001,70,0.0070000000000000001,0.30075874473072661,0.9999719996079891,0.9999719996132973,0.9999719996132973,0.99994392446323388,0.99991597997620907,0.99994392446323377,9.8953403766778099e-17,0.99999999978823062,0.94198265807926851,0.99994152953715298,4.0430851995713177e-17
C,2,0.0001,71,0.0071000000000000004,0.30075874473072661,0.99997159959670856,0.99997159960208903,0.99997159960208903,0.99994312338495239,0.99991477970714782,0.9999431233849525,5.47543965515221e-17,0.99999999978214027,0.94198264192308045,0.99994069427488008,2.1023009569908666e-17
C,2,0.0001,72,0.0072000000000000007,0.30075874473072661,0.99997119958526803,0.99997119959071956,0.99997119959071956,0.99994232230669367,0.99991357943856474,0.99994232230669367,1.393393247573374e-16,0.99999999977596354,0.94198262576709801,0.9999398590134535,3.5111384407935592e-17
C,2,0.0001,73,0.0073000000000000001,0.30075874473072661,0.99997079957366752,0.99997079957918966,0.99997079957918966,0.99994152122845781,0.99991237917046005,0.99994152122845781,1.4707977325282745e-16,0.99999999976970089,0.94198260961132119,0.99993902375287291,3.7440101431996927e-17
C,2,0.0001,74,0.0074000000000000003,0.30075874473072661,0.99997039956190703,0.99997039956750089,0.99997039956750089,0.99994072015024593,0.99991117890283476,0.99994072015024582,5.4071057175744324e-17,0.99999999976335174,0.94198259345574931,0.99993818849313876,2.697309098273675e-17
C,2,0.0001,75,0.0075000000000000006,0.30075874473072661,0.99996999954998655,0.99996999955565058,0.99996999955565058,0.99993991907205537,0.99990997863568631,0.99993991907205526,3.6849137924727529e-17,0.99999999975691645,0.94198257730038359,0.9999373532342507,2.0620239278583269e-17
C,2,0.0001,76,0.0076,0.30075874473072661,0.99996959953790598,0.99996959954364206,0.99996959954364206,0.99993911799388846,0.99990877836901881,0.99993911799388846,8.4040026956372643e-17,0.999999999750395,0.94198256114522239,0.99993651797620875,4.8559646759824625e-18
C,2,0.0001,77,0.0077000000000000002,0.30075874473072661,0.99996919952566543,0.99996919953147223,0.99996919953147223,0.99993831691574508,0.99990757810282915,0.99993831691574508,1.3141134625659996e-16,0.9999999997437875,0.9419825449902669,0.99993568271901312,7.4640838149484493e-17
C,2,0.0001,78,0.0078000000000000005,0.30075874473072661,0.99996879951326478,0.9999687995191423,0.9999687995191423,0.99993751583762336,0.999906377837119,0.99993751583762336,2.8180087454253059e-16,0.99999999973709341,0.94198252883551681,0.99993484746266359,2.8563596962988604e-17
C,2,0.0001,79,0.0079000000000000008,0.30075874473072661,0.99996839950070415,0.99996839950665273,0.99996839950665273,0.99993671475952628,0.99990517757188568,0.99993671475952628,9.4682366274307847e-17,0.99999999973031306,0.94198251268097244,0.99993401220715994,8.9488875823192156e-18
C,2,0.0001,80,0.0080000000000000002,0.30075874473072661,0.99996799948798365,0.99996799949400217,0.99996799949400217,0.99993591368145029,0.9999039773071321,0.99993591368145029,1.3171065325109232e-16,0.99999999972344678,0.94198249652663291,0.99993317695250261,1.8989146293045682e-17
C,2,0.0001,81,0.0080999999999999996,0.30075874473072661,0.99996759947510305,0.99996759948119229,0.99996759948119229,0.99993511260339885,0.99990277704285668,0.99993511260339885,2.6877071861648637e-16,0.99999999971649411,0.9419824803724991,0.99993234169869183,7.1906305745995985e-17
C,2,0.0001,82,0.0082000000000000007,0.30075874473072661,0.99996719946206236,0.99996719946822143,0.99996719946822143,0.99993431152536927,0.99990157677906111,0.99993431152536927,1.7752289513949422e-16,0.99999999970945541,0.9419824642185709,0.9999315064457267,1.0324039302347734e-17
C,2,0.0001,83,0.0083000000000000001,0.30075874473072661,0.99996679944886169,0.99996679945508993,0.99996679945508993,0.99993351044736289,0.99990037651574315,0.99993351044736289,1.2445422776332272e-16,0.99999999970233033,0.94198244806484766,0.9999306711936079,3.8501712388769999e-17
C,2,0.0001,84,0.0084000000000000012,0.30075874473072661,0.99996639943550103,0.99996639944179988,0.99996639944179988,0.99993270936937939,0.99989917625290414,0.99993270936937939,2.5054727633391585e-17,0.99999999969511932,0.94198243191133002,0.99992983594233498,3.6457126813674629e-17
C,2,0.0001,85,0.0085000000000000006,0.30075874473072661,0.99996599942198039,0.99996599942834807,0.99996599942834807,0.99993190829141887,0.99989797599054286,0.99993190829141887,9.42443064535735e-17,0.99999999968782183,0.94198241575801744,0.99992900069190827,1.2765196616733956e-18
C,2,0.0001,86,0.0086,0.30075874473072661,0.99996559940829965,0.99996559941473728,0.99996559941473728,0.99993110721348277,0.99989677572866198,0.99993110721348277,9.5320844666528796e-17,0.9999999996804384,0.94198239960491059,0.99992816544232777,3.863539577187275e-17
C,2,0.0001,87,0.0087000000000000011,0.30075874473072661,0.99996519939445894,0.9999651994009674,0.9999651994009674,0.99993030613556655,0.99989557546725893,0.99993030613556655,6.2683820540091849e-17,0.99999999967296871,0.94198238345200902,0.99992733019359326,3.6059780998860544e-17
C,2,0.0001,88,0.0088000000000000005,0.30075874473072661,0.99996479938045812,0.99996479938703486,0.99996479938703486,0.99992950505767519,0.99989437520633473,0.99992950505767519,1.0531129659463623e-16,0.99999999966541264,0.94198236729931295,0.99992649494570485,1.7215704836752017e-17
C,2,0.0001,89,0.0088999999999999999,0.30075874473072661,0.99996439936629744,0.99996439937294379,0.99996439937294379,0.99992870397980671,0.99989317494588947,0.9999287039798066,7.2532669269126305e-17,0.99999999965777064,0.94198235114682205,0.99992565969866221,3.1270897234275889e-17
C,2,0.0001,90,0.0090000000000000011,0.30075874473072661,0.99996399935197666,0.9999639993586914,0.9999639993586914,0.99992790290196165,0.99989197468592139,0.99992790290196176,6.598036503611352e-17,0.99999999965004238,0.94198233499453665,0.99992482445246533,1.5154623946990583e-17
C,2,0.0001,91,0.0091000000000000004,0.30075874473072661,0.9999635993374959,0.99996359934427914,0.99996359934427914,0.99992710182413846,0.99989077442643293,0.99992710182413846,9.6684464503879815e-17,0.99999999964222819,0.94198231884245631,0.99992398920711467,3.8071015062906798e-17
C,2,0.0001,92,0.0091999999999999998,0.30075874473072661,0.99996319932285505,0.99996319932970823,0.99996319932970823,0.99992630074633893,0.99988957416742319,0.99992630074633893,2.1800979938165225e-16,0.99999999963432751,0.94198230269058147,0.99992315396261033,4.5460417540032006e-18
C,2,0.0001,93,0.009300000000000001,0.30075874473072661,0.99996279930805421,0.99996279931497534,0.99996279931497534,0.99992549966856192,0.99988837390889262,0.99992549966856192,6.8166652777262611e-17,0.99999999962634079,0.94198228653891214,0.99992231871895176,9.8871907620070411e-18
C,2,0.0001,94,0.0094000000000000004,0.30075874473072661,0.99996239929309338,0.99996239930008335,0.99996239930008335,0.99992469859080757,0.99988717365084001,0.99992469859080757,7.1750805357729375e-17,0.99999999961826791,0.94198227038744797,0.99992148347613918,2.7010222852839071e-17
C,2,0.0001,95,0.0094999999999999998,0.30075874473072661,0.99996199927797258,0.99996199928503082,0.99996199928503082,0.99992389751307664,0.99988597339326635,0.99992389751307664,1.8186075243962759e-16,0.99999999961010866,0.9419822542361892,0.99992064823417259,3.0392922092104832e-18
C,2,0.0001,96,0.0096000000000000009,0.30075874473072661,0.99996159926269168,0.99996159926981998,0.99996159926981998,0.9999230964353697,0.99988477313617152,0.9999230964353697,4.0308449198249912e-17,0.99999999960186348,0.94198223808513593,0.99991981299305221,4.6397973586158977e-17
C,2,0.0001,97,0.0097000000000000003,0.30075874473072661,0.9999611992472508,0.99996119925444615,0.99996119925444615,0.9999222953576834,0.99988357287955487,0.9999222953576834,2.1762732548887321e-16,0.99999999959353247,0.94198222193428771,0.99991897775277727,1.78042515482494e-18
C,2,0.0001,98,0.0097999999999999997,0.30075874473072661,0.99996079923164982,0.99996079923891379,0.99996079923891379,0.99992149428002197,0.99988237262341717,0.99992149428002197,2.1682945991306372e-16,0.99999999958511476,0.94198220578364533,0.99991814251334854,1.9799117100692481e-17
C,2,0.0001,99,0.0099000000000000008,0.30075874473072661,0.99996039921588897,0.99996039922322089,0.99996039922322089,0.99992069320238253,0.9998811723677582,0.99992069320238264,2.6310230394930502e-16,0.99999999957661145,0.94198218963320757,0.99991730727476569,5.155561251579185e-17
C,2,0.0001,100,0.01,0.30075874473072661,0.99995999919996803,0.99995999920736867,0.99995999920736867,0.99991989212476529,0.99987997211257806,0.99991989212476529,1.0290786942499504e-16,0.99999999956802166,0.94198217348297564,0.99991647203702871,2.5003642154765225e-17
C,2,0.0001,101,0.010100000000000001,0.30075874473072661,0.99995959918388699,0.9999595991913548,0.9999595991913548,0.9999190910471718,0.99987877185787633,0.9999190910471718,5.3686868657594584e-17,0.99999999955934582,0.94198215733294899,0.99991563680013729,3.9953283560454494e-17
C,2,0.0001,102,0.010200000000000001,0.30075874473072661,0.99995919916764608,0.99995919917518195,0.99995919917518195,0.99991828996960175,0.9998775716036542,0.99991828996960186,1.5792465508787966e-16,0.99999999955058383,0.9419821411831274,0.99991480156409229,3.2426359780297104e-17
